playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
anderla01,1952.0,12.0,3.0,USA,CA,Maywood,,,,,,,Larry,Anderson,Lawrence Dennis,190.0,75.0,R,R,1974-09-25,1977-06-26,andel101,anderla01,,
anderla02,1953.0,5.0,6.0,USA,OR,Portland,,,,,,,Larry,Andersen,Larry Eugene,200.0,75.0,R,R,1975-09-05,1994-07-31,andel001,anderla02,,
anderla03,1987.0,9.0,25.0,USA,CA,Oakland,,,,,,,Lars,Anderson,Lars Eric,215.0,76.0,L,L,2010-09-06,2012-05-01,andel002,anderla03,,
anderma01,1976.0,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1995.0
anderma01,1976.0,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1996.0
anderma01,1976.0,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1997.0
anderma02,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1993.0
anderma02,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1994.0
anderma02,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1995.0
andermi01,1951.0,6.0,22.0,USA,SC,Florence,,,,,,,Mike,Anderson,Michael Allen,200.0,74.0,R,R,1971-09-02,1979-09-30,andem101,andermi01,,
andermi02,1966.0,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1985.0
andermi02,1966.0,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1986.0
andermi02,1966.0,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1987.0
andermi02,1966.0,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1988.0
anderre01,1912.0,6.0,19.0,USA,IA,Lawton,1972.0,8.0,7.0,USA,IA,Sioux City,Red,Anderson,Arnold Revola,210.0,75.0,R,R,1937-09-19,1941-09-24,ander102,anderre01,,
anderri01,1953.0,12.0,25.0,USA,CA,Inglewood,1989.0,6.0,23.0,USA,CA,Wilmington,Rick,Anderson,Richard Lee,210.0,74.0,R,R,1979-09-18,1980-10-05,ander101,anderri01,,
anderri02,1956.0,11.0,29.0,USA,WA,Everett,,,,,,,Rick,Anderson,Richard Arlen,175.0,72.0,R,R,1986-06-09,1988-07-28,ander001,anderri02,washington,1978.0
andersc01,1962.0,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1981.0
andersc01,1962.0,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1982.0
andersc01,1962.0,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1983.0
andersc01,1962.0,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1984.0
andersp01,1934.0,2.0,22.0,USA,SD,Bridgewater,2010.0,11.0,4.0,USA,CA,Thousand Oaks,Sparky,Anderson,George Lee,170.0,69.0,R,R,1959-04-10,1959-09-27,andes101,andersp01,,
anderti01,1993.0,6.0,23.0,USA,AL,Tuscaloosa,,,,,,,Tim,Anderson,Timothy Devon,185.0,73.0,R,R,2016-06-10,2017-10-01,andet001,anderti01,,
anderty01,1989.0,12.0,30.0,USA,NV,Las Vegas,,,,,,,Tyler,Anderson,Tyler John,210.0,76.0,L,L,2016-06-12,2017-09-26,andet002,anderty01,,
anderva01,1866.0,6.0,18.0,USA,IL,Geneva,1941.0,11.0,5.0,USA,IL,Rockford,Varney,Anderson,Warner Samuel,165.0,70.0,R,R,1889-08-01,1896-05-06,andev101,anderva01,,
anderwa01,1897.0,9.0,25.0,USA,MI,Grand Rapids,1990.0,1.0,6.0,USA,MI,Battle Creek,Walter,Anderson,Walter Carl,160.0,74.0,L,L,1917-05-14,1919-05-02,andew102,anderwa01,wmichigan,1916.0
anderwi01,1886.0,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1904.0
anderwi01,1886.0,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1905.0
anderwi01,1886.0,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1906.0
andinro01,1984.0,4.0,25.0,USA,FL,Miami,,,,,,,Robert,Andino,Robert Lazaro,185.0,71.0,R,R,2005-09-04,2016-09-10,andir001,andinro01,,
andrast01,1978.0,2.0,6.0,USA,CA,Woodland,,,,,,,Steve,Andrade,Stephen Michael,220.0,73.0,R,R,2006-05-01,2006-05-10,andrs002,andrast01,caameri,1998.0
andrast01,1978.0,2.0,6.0,USA,CA,Woodland,,,,,,,Steve,Andrade,Stephen Michael,220.0,73.0,R,R,2006-05-01,2006-05-10,andrs002,andrast01,csstanisl,2001.0
andrecl01,1978.0,5.0,15.0,USA,FL,Dunedin,,,,,,,Clayton,Andrews,Clayton John,175.0,72.0,R,L,2000-04-16,2000-06-13,andrc001,andrecl01,,
andreed01,1859.0,4.0,5.0,USA,OH,Painesville,1934.0,8.0,12.0,USA,FL,West Palm Beach,Ed,Andrews,George Edward,160.0,68.0,R,R,1884-05-01,1891-07-26,andre101,andreed01,casewestrn,1881.0
andreel01,1901.0,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1921.0
andreel01,1901.0,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1922.0
andreel01,1901.0,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1923.0
andreer01,1918.0,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1937.0
andreer01,1918.0,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1938.0
andreer01,1918.0,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1939.0
andrefr01,1952.0,5.0,4.0,USA,LA,Lafayette,,,,,,,Fred,Andrews,Fred,163.0,68.0,R,R,1976-09-26,1977-10-02,andrf101,andrefr01,,
andrehu01,1922.0,8.0,31.0,USA,OK,Burbank,2012.0,3.0,11.0,USA,KS,Dodge City,Hub,Andrews,Hubert,170.0,72.0,R,R,1947-04-20,1948-04-30,andrh101,andrehu01,,
andreiv01,1907.0,5.0,6.0,USA,AL,Dora,1970.0,11.0,24.0,USA,AL,Birmingham,Ivy,Andrews,Ivy Paul,200.0,73.0,R,R,1931-08-15,1938-09-28,andri101,andreiv01,,
andreji01,1865.0,6.0,5.0,USA,MA,Shelburne Falls,1907.0,12.0,27.0,USA,IL,Chicago,Jim,Andrews,James Pratt,,,,,1890-04-19,1890-07-04,andrj103,andreji01,,
andrejo01,1923.0,1.0,3.0,USA,MA,Brockton,1976.0,11.0,25.0,USA,MA,Barnstable,John,Andre,John Edward,200.0,76.0,L,R,1955-04-16,1955-07-16,andrj102,andrejo01,,
andrejo02,1949.0,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,capasad,1968.0
andrejo02,1949.0,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,capasad,1969.0
andrejo02,1949.0,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,sandiegost,1970.0
andreki01,1953.0,11.0,14.0,USA,CA,Glendale,,,,,,,Kim,Andrew,Kim Darrell,160.0,70.0,R,R,1975-04-16,1975-04-21,andrk101,andreki01,calavco,1972.0
andremi01,1943.0,7.0,9.0,USA,CA,Los Angeles,,,,,,,Mike,Andrews,Michael Jay,195.0,75.0,R,R,1966-09-18,1973-09-29,andrm101,andremi01,,
andrena01,1913.0,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,ncstand,1932.0
andrena01,1913.0,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,unc,1933.0
andrena01,1913.0,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,unc,1934.0
andrero01,1952.0,12.0,11.0,USA,CA,Santa Monica,,,,,,,Rob,Andrews,Robert Patrick,185.0,72.0,R,R,1975-04-07,1979-09-26,andrr101,andrero01,,
andresh01,1971.0,8.0,28.0,USA,TX,Dallas,,,,,,,Shane,Andrews,Darrell Shane,215.0,73.0,R,R,1995-04-26,2002-09-29,andrs001,andresh01,,
andrest01,1917.0,4.0,17.0,USA,MA,Lynn,1995.0,6.0,10.0,USA,FL,Bradenton,Stan,Andrews,Stanley Joseph,178.0,71.0,R,R,1939-06-11,1945-09-30,andrs101,andrest01,,
andrewa01,1859.0,9.0,18.0,USA,PA,Philadelphia,1940.0,1.0,20.0,USA,IN,Indianapolis,Wally,Andrews,William Walter,170.0,75.0,R,R,1884-05-22,1888-08-08,andrw102,andrewa01,,
andrima01,1989.0,8.0,28.0,USA,CA,Redlands,,,,,,,Matt,Andriese,Matthew Lee,225.0,74.0,R,R,2015-04-10,2017-09-27,andrm001,andrima01,,
andrubi01,1907.0,7.0,25.0,USA,TX,Beaumont,1982.0,3.0,12.0,USA,DC,Washington,Bill,Andrus,William Morgan,185.0,72.0,R,R,1931-09-19,1937-05-11,andrb101,andrubi01,,
andruel01,1988.0,8.0,26.0,Venezuela,Aragua,Maracay,,,,,,,Elvis,Andrus,Elvis Augusto,200.0,72.0,R,R,2009-04-06,2017-10-01,andre001,andruel01,,
andrufr01,1850.0,8.0,23.0,USA,MI,Washington,1937.0,11.0,10.0,USA,MI,Detroit,Fred,Andrus,Frederick Hotham,185.0,74.0,R,R,1876-07-25,1884-07-04,andrf102,andrufr01,,
andruwi01,1858.0,10.0,14.0,CAN,ON,Orono,1935.0,6.0,17.0,USA,MT,Miles City,Wyman,Andrus,William Wiman,155.0,66.0,,,1885-09-15,1885-09-15,andrw101,andruwi01,,
andujjo01,1952.0,12.0,21.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,2015.0,9.0,8.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,Joaquin,Andujar,Joaquin,170.0,72.0,B,R,1976-04-08,1988-09-30,anduj001,andujjo01,,
andujlu01,1972.0,11.0,22.0,D.R.,Peravia,Bani,,,,,,,Luis,Andujar,Luis,175.0,74.0,R,R,1995-09-08,1998-06-28,andul001,andujlu01,,
andujmi01,1995.0,3.0,2.0,D.R.,San Cristobal,San Cristobal,,,,,,,Miguel,Andujar,Miguel Enrique,215.0,72.0,R,R,2017-06-28,2017-10-01,andum001,andujmi01,,
angelno01,1947.0,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,cacsmat,1966.0
angelno01,1947.0,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,cacsmat,1967.0
angelno01,1947.0,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,washst,1968.0
angelno01,1947.0,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,washst,1969.0
anglema01,1985.0,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2005.0
anglema01,1985.0,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2006.0
anglema01,1985.0,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2007.0
angleto01,1904.0,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1925.0
angleto01,1904.0,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1926.0
angleto01,1904.0,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1927.0
ankenpa01,1912.0,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1932.0
ankenpa01,1912.0,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1933.0
ankenpa01,1912.0,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1934.0
ankieri01,1979.0,7.0,19.0,USA,FL,Fort Pierce,,,,,,,Rick,Ankiel,Richard Alexander,210.0,73.0,L,L,1999-08-23,2013-06-08,ankir001,ankieri01,,
annade01,1986.0,11.0,24.0,USA,IL,Glenwood,,,,,,,Dean,Anna,Dean William,180.0,71.0,L,R,2014-04-04,2015-04-23,annad001,annade01,,
annisbi01,1857.0,5.0,24.0,USA,MA,Stoneham,1923.0,6.0,10.0,USA,ME,Kennebunkport,Bill,Annis,William Perley,150.0,67.0,R,,1884-05-01,1884-08-08,annib101,annisbi01,,
ansonca01,1852.0,4.0,17.0,USA,IA,Marshalltown,1922.0,4.0,14.0,USA,IL,Chicago,Cap,Anson,Adrian Constantine,227.0,72.0,R,R,1871-05-06,1897-10-03,ansoc101,ansonca01,,
anthoer01,1967.0,11.0,8.0,USA,CA,San Diego,,,,,,,Eric,Anthony,Eric Todd,195.0,74.0,L,L,1989-07-28,1997-09-27,anthe001,anthoer01,,
antoldu01,1989.0,8.0,9.0,USA,HI,Mililani,,,,,,,Dustin,Antolin,Dustin Kamakana Mai Ku'u Makualani,230.0,74.0,R,R,2016-05-16,2016-05-16,antod001,antoldu01,,
antoljo01,1916.0,4.0,11.0,USA,PA,Hokendauqua,2002.0,6.0,25.0,USA,PA,Catasauqua,Joe,Antolick,Joseph,185.0,72.0,R,R,1944-09-20,1944-09-26,antoj102,antoljo01,,
antonbi01,1927.0,5.0,19.0,USA,NY,Brooklyn,1993.0,3.0,4.0,USA,MN,Fridley,Bill,Antonello,William James,185.0,71.0,R,R,1953-04-30,1953-09-27,antob101,antonbi01,,
antonjo01,1915.0,7.0,15.0,USA,TN,Memphis,1990.0,4.0,18.0,USA,TN,Memphis,John,Antonelli,John Lawrence,165.0,70.0,R,R,1944-09-16,1945-09-17,antoj101,antonjo01,,
antonjo02,1930.0,4.0,12.0,USA,NY,Rochester,,,,,,,Johnny,Antonelli,John August,185.0,73.0,L,L,1948-07-04,1961-09-04,antoj103,antonjo02,,
antonma01,1985.0,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2004.0
antonma01,1985.0,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2005.0
antonma01,1985.0,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2006.0
aokino01,1982.0,1.0,5.0,Japan,Miyazaki,Hyuga,,,,,,,Nori,Aoki,Norichika,180.0,69.0,L,R,2012-04-06,2017-10-01,aokin001,aokino01,,
aparilu01,1934.0,4.0,29.0,Venezuela,Zulia,Maracaibo,,,,,,,Luis,Aparicio,Luis Ernesto,160.0,69.0,R,R,1956-04-17,1973-09-28,aparl101,aparilu01,,
apodabo01,1950.0,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,cacerri,1968.0
apodabo01,1950.0,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,cacerri,1969.0
apodabo01,1950.0,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,calstla,1970.0
apodabo01,1950.0,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,calstla,1971.0
apontlu01,1953.0,6.0,14.0,Venezuela,Anzoategui,El Tigre,,,,,,,Luis,Aponte,Luis Eduardo,185.0,72.0,R,R,1980-09-04,1984-07-06,aponl001,apontlu01,,
appieke01,1967.0,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,Robert Kevin,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01,caantel,1987.0
appieke01,1967.0,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,Robert Kevin,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01,fresnost,1986.0
appleed01,1892.0,2.0,29.0,USA,TX,Arlington,1932.0,1.0,27.0,USA,TX,Arlington,Ed,Appleton,Edward Samuel,173.0,72.0,R,R,1915-04-16,1916-10-05,apple101,appleed01,,
applefr01,1879.0,5.0,9.0,USA,PA,Williamsport,1968.0,4.0,21.0,USA,PA,Williamsport,Fred,Applegate,Frederick Romaine,180.0,74.0,R,R,1904-09-30,1904-10-10,applf101,applefr01,,
applepe01,1904.0,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1924.0
applepe01,1904.0,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1925.0
applepe01,1904.0,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1926.0
applilu01,1907.0,4.0,2.0,USA,NC,High Point,1991.0,1.0,3.0,USA,GA,Cumming,Luke,Appling,Lucius Benjamin,183.0,70.0,R,R,1930-09-10,1950-10-01,appll101,applilu01,,
aquingr01,1978.0,1.0,11.0,D.R.,San Cristobal,Puerto Palenque,,,,,,,Greg,Aquino,Gregori Emilio,190.0,73.0,R,R,2004-07-02,2009-06-17,aquig001,aquingr01,,
aquinja01,1992.0,11.0,22.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Jayson,Aquino,Jayson Julio,225.0,73.0,L,L,2016-07-04,2017-07-05,aquij001,aquinja01,,
aquinlu01,1964.0,5.0,19.0,P.R.,,Santurce,,,,,,,Luis,Aquino,Luis Antonio,155.0,72.0,R,R,1986-08-08,1995-09-12,aquil001,aquinlu01,,
aragoan01,1890.0,8.0,2.0,Cuba,La Habana,La Habana,1952.0,1.0,24.0,USA,NY,New York,Angel,Aragon,Angel,150.0,65.0,R,R,1914-08-20,1917-07-21,araga101,aragoan01,,
aragoja01,1915.0,11.0,20.0,Cuba,La Habana,La Habana,1988.0,4.0,4.0,USA,FL,Clearwater,Jack,Aragon,Angel Valdes,176.0,70.0,R,R,1941-08-13,1941-08-13,aragj101,aragoja01,,
aranovi01,1995.0,2.0,7.0,Mexico,Veracruz,Cosamaloapan,,,,,,,Victor,Arano,Victor Teodoro,200.0,74.0,R,R,2017-09-12,2017-10-01,aranv001,aranovi01,,
araujel01,1991.0,7.0,15.0,Venezuela,Zulia,Maracaibo,,,,,,,Elvis,Araujo,Elvis Alejandro,275.0,79.0,L,L,2015-05-05,2016-08-16,araue001,araujel01,,
archdma01,1898.0,12.0,14.0,USA,MO,St. Louis,1954.0,9.0,5.0,USA,MO,St. Louis,Maurice,Archdeacon,Maurice John,153.0,68.0,L,L,1923-09-17,1925-05-29,archm101,archdma01,,
archech01,1988.0,9.0,26.0,USA,NC,Raleigh,,,,,,,Chris,Archer,Christopher Alan,195.0,74.0,R,R,2012-06-20,2017-09-30,archc001,archech01,,
archefr01,1910.0,3.0,7.0,USA,TN,Johnson City,1981.0,10.0,31.0,USA,NC,Charlotte,Fred,Archer,Frederick Marvin,193.0,72.0,L,L,1936-09-05,1937-09-09,archf101,archefr01,,
archeji01,1883.0,5.0,13.0,Ireland,Dublin,Dublin,1958.0,3.0,29.0,USA,WI,Milwaukee,Jimmy,Archer,James Patrick,168.0,70.0,R,R,1904-09-06,1918-09-02,archj102,archeji01,,
archeji02,1932.0,5.0,25.0,USA,VA,Max Meadows,,,,,,,Jim,Archer,James William,190.0,72.0,R,L,1961-04-30,1962-09-19,archj101,archeji02,,
archige01,1914.0,4.0,27.0,USA,TN,Nashville,2001.0,9.0,20.0,USA,TN,Nashville,George,Archie,George Albert,170.0,72.0,R,R,1938-09-14,1946-04-21,archg101,archige01,,
arciajo01,1943.0,8.0,22.0,Cuba,La Habana,La Habana,2016.0,7.0,30.0,USA,FL,Miami,Jose,Arcia,Jose Raimundo,170.0,75.0,R,R,1968-04-10,1970-09-30,arcij101,arciajo01,,
arciaor01,1994.0,8.0,4.0,Venezuela,Anzoategui,Anaco,,,,,,,Orlando,Arcia,Orlando Jesus,165.0,72.0,R,R,2016-08-02,2017-09-30,arcio002,arciaor01,,
arciaos01,1991.0,5.0,9.0,Venezuela,Anzoategui,Anaco,,,,,,,Oswaldo,Arcia,Oswaldo Celestino,225.0,72.0,L,R,2013-04-15,2016-09-18,arcio001,arciaos01,,
ardelda01,1941.0,5.0,27.0,USA,WA,Seattle,,,,,,,Dan,Ardell,Daniel Miers,190.0,74.0,L,L,1961-09-14,1961-09-27,arded101,ardelda01,usc,1961.0
ardizru01,1919.0,11.0,20.0,Italy,Novara,Oleggio,2015.0,7.0,19.0,USA,CA,San Francisco,Rugger,Ardizoia,Rinaldo Joseph,180.0,71.0,R,R,1947-04-30,1947-04-30,ardir101,ardizru01,,
ardnejo01,1858.0,2.0,27.0,USA,OH,Mount Vernon,1935.0,9.0,15.0,USA,OH,Cleveland,Joe,Ardner,Joseph A.,160.0,67.0,R,R,1884-05-01,1890-08-18,ardnj101,ardnejo01,,
ardoida01,1974.0,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,mcneese,1995.0
ardoida01,1974.0,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,txtexar,1993.0
ardoida01,1974.0,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,txtexar,1994.0
arellfr01,1882.0,1.0,28.0,USA,CA,Santa Cruz,1918.0,12.0,13.0,USA,CA,San Jose,Frank,Arellanes,Frank Julian,180.0,72.0,R,R,1908-07-28,1910-08-14,arelf101,arellfr01,,
arenano01,1991.0,4.0,16.0,USA,CA,Newport Beach,,,,,,,Nolan,Arenado,Nolan James,205.0,74.0,R,R,2013-04-28,2017-10-01,arenn001,arenano01,,
arencjp01,1986.0,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2005.0
arencjp01,1986.0,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2006.0
arencjp01,1986.0,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2007.0
arftha01,1922.0,1.0,28.0,USA,MO,Manchester,2002.0,12.0,14.0,USA,MO,St. Louis,Hank,Arft,Henry Irven,190.0,70.0,L,L,1948-07-27,1952-05-23,arfth101,arftha01,,
